	142.95914534	150.00000000	0.50000000	0.615175	0.312549	0
	150.26319805	150.00000000	0.60000000	0.255000	0.158574	0
	154.76595375	150.00000000	0.70000000	0.122808	8.320969E-02	0
	157.74185041	150.00000000	0.80000000	6.622676E-02	4.666140E-02	0
	159.81297212	150.00000000	0.90000000	3.898499E-02	2.800519E-02	0
	170.18151552	150.00000000	1.00000000	0	0	0
	162.41621671	150.00000000	1.10000000	1.648069E-02	1.203358E-02	0
	163.26121704	150.00000000	1.20000000	1.156449E-02	8.474370E-03	0
	163.92328899	150.00000000	1.30000000	8.431642E-03	6.192861E-03	0
	164.45160769	150.00000000	1.40000000	6.348735E-03	4.670155E-03	0
	164.87997465	150.00000000	1.50000000	4.912887E-03	3.617760E-03	0
	165.23220990	150.00000000	1.60000000	3.891829E-03	2.868029E-03	0
	165.52547606	150.00000000	1.70000000	3.145916E-03	2.319614E-03	0
	165.77238810	150.00000000	1.80000000	2.588048E-03	1.909059E-03	0
	165.98238063	150.00000000	1.90000000	2.162117E-03	1.595375E-03	0
	166.16262486	150.00000000	2.00000000	1.830934E-03	1.351333E-03	0
	166.37917061	150.00000000	2.10000000	1.528287E-03	1.128215E-03	0
	166.57147632	150.00000000	2.20000000	1.287836E-03	9.508774E-04	0
	166.74344851	150.00000000	2.30000000	1.094273E-03	8.080748E-04	0
	166.89822268	150.00000000	2.40000000	9.365674E-04	6.916965E-04	0
	167.03834853	150.00000000	2.50000000	8.066380E-04	5.957951E-04	0
	167.16591220	150.00000000	2.60000000	6.984745E-04	5.159451E-04	0
	167.28256559	150.00000000	2.70000000	6.075728E-04	4.488285E-04	0
	167.38969342	150.00000000	2.80000000	5.304826E-04	3.919024E-04	0
	167.48845608	150.00000000	2.90000000	4.645313E-04	3.431966E-04	0
	167.57982880	150.00000000	3.00000000	4.076255E-04	3.011672E-04	0
	167.66463437	150.00000000	3.10000000	3.581058E-04	2.645901E-04	0
	167.74357814	150.00000000	3.20000000	3.146376E-04	2.324806E-04	0
	167.81726445	150.00000000	3.30000000	2.761327E-04	2.040358E-04	0
	167.88621517	150.00000000	3.40000000	2.416870E-04	1.785882E-04	0
	167.95088366	150.00000000	3.50000000	2.105294E-04	1.555687E-04	0
	168.01166603	150.00000000	3.60000000	1.819761E-04	1.344724E-04	0
	168.06891022	150.00000000	3.70000000	1.553808E-04	1.148218E-04	0
	168.12292351	150.00000000	3.80000000	1.300648E-04	9.611589E-05	0
	168.17397860	150.00000000	3.90000000	1.051821E-04	7.772933E-05	0
	168.22231871	150.00000000	4.00000000	7.934606E-05	5.863770E-05	0
	168.26816176	150.00000000	4.10000000	4.891489E-05	3.614951E-05	0
	168.31170386	150.00000000	4.20000000	0.00000	0.00000	0
	168.35312226	150.00000000	4.30000000	0.00000	0.00000	0
	168.39257782	150.00000000	4.40000000	0.00000	0.00000	0
	168.43021708	150.00000000	4.50000000	0.00000	0.00000	0
	168.46617401	150.00000000	4.60000000	0.00000	0.00000	0
	168.50057154	150.00000000	4.70000000	0.00000	0.00000	0
	168.53352284	150.00000000	4.80000000	0.00000	0.00000	0
	168.56513242	150.00000000	4.90000000	0.00000	0.00000	0
	168.59549704	150.00000000	5.00000000	0.00000	0.00000	0
	147.89854149	155.00000000	0.50000000	0.441838	0.246161	0
	155.02033131	155.00000000	0.60000000	0.162461	0.107197	0
	159.42913910	155.00000000	0.70000000	6.811278E-02	4.792654E-02	0
	162.35119885	155.00000000	0.80000000	3.132429E-02	2.262657E-02	0
