	129.44450787	300.00000000	0.00000000	1.00000000	0.297565	0.180395	0
	130.27921739	300.00000000	0.00000000	1.10000000	0.238109	0.149748	0
	130.91635240	300.00000000	0.00000000	1.20000000	0.195170	0.126150	0
	131.41286432	300.00000000	0.00000000	1.30000000	0.163115	0.107662	0
	131.80722070	300.00000000	0.00000000	1.40000000	0.138524	9.293902E-02	0
	132.12573610	300.00000000	0.00000000	1.50000000	0.119226	8.104112E-02	0
	132.38682418	300.00000000	0.00000000	1.60000000	0.103792	7.129783E-02	0
	132.60367430	300.00000000	0.00000000	1.70000000	9.124470E-02	6.322378E-02	0
	132.78592316	300.00000000	0.00000000	1.80000000	8.090138E-02	5.646151E-02	0
	132.94073650	300.00000000	0.00000000	1.90000000	7.227051E-02	5.074364E-02	0
	133.07353326	300.00000000	0.00000000	2.00000000	6.499144E-02	4.586717E-02	0
	133.18845915	300.00000000	0.00000000	2.10000000	5.879443E-02	4.167595E-02	0
	133.28873708	300.00000000	0.00000000	2.20000000	5.347432E-02	3.804832E-02	0
	133.37689741	300.00000000	0.00000000	2.30000000	4.887277E-02	3.488843E-02	0
	133.45508328	300.00000000	0.00000000	2.40000000	4.486561E-02	3.211975E-02	0
	133.52475963	300.00000000	0.00000000	2.50000000	4.135511E-02	2.968114E-02	0
	133.58699440	300.00000000	0.00000000	2.60000000	3.826314E-02	2.752307E-02	0
	133.64297932	300.00000000	0.00000000	2.70000000	3.552596E-02	2.560460E-02	0
	133.69362453	300.00000000	0.00000000	2.80000000	3.309172E-02	2.389209E-02	0
	133.73967614	300.00000000	0.00000000	2.90000000	3.091782E-02	2.235763E-02	0
	133.78175483	300.00000000	0.00000000	3.00000000	2.896894E-02	2.097790E-02	0
	133.82038140	300.00000000	0.00000000	3.10000000	2.721561E-02	1.973328E-02	0
	133.85599591	300.00000000	0.00000000	3.20000000	2.563310E-02	1.860720E-02	0
	133.88897235	300.00000000	0.00000000	3.30000000	2.420049E-02	1.758554E-02	0
	133.91963034	300.00000000	0.00000000	3.40000000	2.289999E-02	1.665626E-02	0
	129.38201234	320.00000000	0.00000000	1.00000000	0.298295	0.180757	0
	130.22652163	320.00000000	0.00000000	1.10000000	0.238613	0.150017	0
	130.87078556	320.00000000	0.00000000	1.20000000	0.195533	0.126355	0
	131.37266287	320.00000000	0.00000000	1.30000000	0.163386	0.107821	0
	131.77117226	320.00000000	0.00000000	1.40000000	0.138732	9.306590E-02	0
	132.09297943	320.00000000	0.00000000	1.50000000	0.119391	8.114376E-02	0
	132.35672999	320.00000000	0.00000000	1.60000000	0.103924	7.138216E-02	0
	132.57576864	320.00000000	0.00000000	1.70000000	9.135291E-02	6.329401E-02	0
	132.75985130	320.00000000	0.00000000	1.80000000	8.099127E-02	5.652070E-02	0
	132.91621379	320.00000000	0.00000000	1.90000000	7.234617E-02	5.079406E-02	0
	133.05033868	320.00000000	0.00000000	2.00000000	6.505582E-02	4.591052E-02	0
	133.16641280	320.00000000	0.00000000	2.10000000	5.884975E-02	4.171353E-02	0
	133.26769293	320.00000000	0.00000000	2.20000000	5.352228E-02	3.808114E-02	0
	133.35673497	320.00000000	0.00000000	2.30000000	4.891465E-02	3.491728E-02	0
	133.43570843	320.00000000	0.00000000	2.40000000	4.490242E-02	3.214525E-02	0
	133.50607762	320.00000000	0.00000000	2.50000000	4.138766E-02	2.970381E-02	0
	133.56893656	320.00000000	0.00000000	2.60000000	3.829208E-02	2.754331E-02	0
	133.62548420	320.00000000	0.00000000	2.70000000	3.555179E-02	2.562274E-02	0
	133.67663896	320.00000000	0.00000000	2.80000000	3.311488E-02	2.390841E-02	0
