145    1.821102e+01  9.064  -13.842  2.386 
150    1.320574e+01  9.784  -14.133  2.399 
155    8.792800e+00  10.439  -14.536  2.404 
160    5.049365e+00  10.780  -14.754  2.464 
165    2.389511e+00  13.124  -15.945  2.519 
170    1.046172e+00  13.899  -16.885  2.985 
175    9.350928e-01  14.325  -17.170  3.020 
180    8.678831e-01  14.260  -17.208  3.160 
185    8.221745e-01  14.434  -17.328  3.132 
190    7.767112e-01  14.184  -17.273  3.228 
195    7.468761e-01  14.685  -17.498  3.204 
200    7.065969e-01  14.135  -17.331  3.289 
