145    3.187584e+01  9.131  -13.913  2.386 
150    2.332299e+01  9.858  -14.209  2.399 
155    1.563629e+01  10.520  -14.618  2.404 
160    9.021590e+00  10.876  -14.846  2.464 
165    4.292530e+00  13.193  -16.028  2.519 
170    1.925160e+00  13.878  -16.886  2.985 
175    1.722949e+00  14.299  -17.164  3.020 
180    1.598900e+00  14.231  -17.202  3.160 
185    1.514434e+00  14.409  -17.323  3.132 
190    1.430414e+00  14.160  -17.269  3.228 
195    1.375208e+00  14.665  -17.496  3.204 
200    1.300810e+00  14.118  -17.330  3.289 
