145    8.316324e+01  6.250  -9.181  2.386 
150    6.350139e+01  6.861  -9.516  2.399 
155    4.412795e+01  7.593  -9.920  2.404 
160    2.601154e+01  7.784  -10.066  2.464 
165    1.250172e+01  9.622  -11.190  2.519 
170    5.559870e+00  10.012  -11.826  2.985 
175    4.955191e+00  10.318  -12.070  3.020 
180    4.591130e+00  10.307  -12.118  3.160 
185    4.336956e+00  10.408  -12.215  3.132 
190    4.084595e+00  10.139  -12.126  3.228 
195    3.929329e+00  10.630  -12.388  3.204 
200    3.708004e+00  10.173  -12.210  3.289 
