145    3.979522e+01  9.148  -13.930  2.386 
150    2.929234e+01  9.877  -14.228  2.399 
155    1.973653e+01  10.540  -14.638  2.404 
160    1.143118e+01  10.900  -14.869  2.464 
165    5.457412e+00  13.210  -16.048  2.519 
170    2.465468e+00  13.871  -16.884  2.985 
175    2.207235e+00  14.291  -17.161  3.020 
180    2.048246e+00  14.222  -17.198  3.160 
185    1.939954e+00  14.400  -17.320  3.132 
190    1.832232e+00  14.153  -17.266  3.228 
195    1.761432e+00  14.658  -17.493  3.204 
200    1.666060e+00  14.112  -17.328  3.289 
