145    1.703019e+01  9.052  -13.829  2.386 
150    1.234184e+01  9.771  -14.120  2.399 
155    8.214404e+00  10.425  -14.522  2.404 
160    4.716407e+00  10.764  -14.738  2.464 
165    2.230958e+00  13.113  -15.931  2.519 
170    9.731381e-01  13.901  -16.884  2.985 
175    8.696296e-01  14.328  -17.169  3.020 
180    8.071425e-01  14.264  -17.208  3.160 
185    7.646538e-01  14.438  -17.328  3.132 
190    7.223938e-01  14.187  -17.273  3.228 
195    6.946670e-01  14.687  -17.497  3.204 
200    6.572224e-01  14.137  -17.330  3.289 
