145    2.889407e+01  9.122  -13.904  2.386 
150    2.109603e+01  9.848  -14.200  2.399 
155    1.411869e+01  10.509  -14.608  2.404 
160    8.135440e+00  10.863  -14.834  2.464 
165    3.866142e+00  13.184  -16.017  2.519 
170    1.727821e+00  13.881  -16.887  2.985 
175    1.546071e+00  14.303  -17.166  3.020 
180    1.434783e+00  14.235  -17.203  3.160 
185    1.359018e+00  14.413  -17.324  3.132 
190    1.283655e+00  14.164  -17.271  3.228 
195    1.234145e+00  14.668  -17.497  3.204 
200    1.167407e+00  14.121  -17.331  3.289 
