145    6.047119e+00  8.638  -13.330  2.386 
150    4.381774e+00  9.319  -13.604  2.399 
155    2.927410e+00  9.945  -13.986  2.404 
160    1.692004e+00  10.237  -14.170  2.464 
165    7.971502e-01  12.689  -15.403  2.519 
170    3.137563e-01  13.858  -16.687  2.985 
175    2.785564e-01  14.304  -17.001  3.020 
180    2.586973e-01  14.258  -17.049  3.160 
185    2.452628e-01  14.414  -17.161  3.132 
190    2.319077e-01  14.149  -17.097  3.228 
195    2.232234e-01  14.633  -17.315  3.204 
200    2.113609e-01  14.077  -17.141  3.289 
