145    4.312944e+01  9.153  -13.935  2.386 
150    3.183006e+01  9.882  -14.233  2.399 
155    2.149423e+01  10.546  -14.645  2.404 
160    1.247113e+01  10.908  -14.876  2.464 
165    5.962647e+00  13.215  -16.054  2.519 
170    2.700353e+00  13.869  -16.884  2.985 
175    2.417766e+00  14.289  -17.160  3.020 
180    2.243588e+00  14.219  -17.197  3.160 
185    2.124939e+00  14.398  -17.318  3.132 
190    2.006912e+00  14.151  -17.265  3.228 
195    1.929333e+00  14.656  -17.492  3.204 
200    1.824843e+00  14.110  -17.327  3.289 
