145    3.628072e+00  7.875  -12.267  2.386 
150    2.646130e+00  8.500  -12.549  2.399 
155    1.784233e+00  9.095  -12.936  2.404 
160    1.041600e+00  9.392  -13.109  2.464 
165    4.896350e-01  11.903  -14.382  2.519 
170    1.718289e-01  13.311  -15.800  2.985 
175    1.512305e-01  13.760  -16.132  3.020 
180    1.405271e-01  13.746  -16.194  3.160 
185    1.333089e-01  13.873  -16.296  3.132 
190    1.261401e-01  13.590  -16.221  3.228 
195    1.215738e-01  14.053  -16.437  3.204 
200    1.151945e-01  13.501  -16.256  3.289 
