145    3.628006e+00  6.661  -10.285  2.386 
150    2.645356e+00  7.193  -10.621  2.399 
155    1.782348e+00  7.871  -11.056  2.404 
160    1.036812e+00  8.178  -11.253  2.464 
165    4.846684e-01  10.520  -12.513  2.519 
170    1.664838e-01  11.445  -13.335  2.985 
175    1.460711e-01  11.809  -13.614  3.020 
180    1.356418e-01  11.831  -13.686  3.160 
185    1.285236e-01  11.923  -13.783  3.132 
190    1.214612e-01  11.633  -13.696  3.228 
195    1.171189e-01  12.092  -13.933  3.204 
200    1.108630e-01  11.588  -13.752  3.289 
