145    9.859140e+00  6.219  -9.278  2.386 
150    7.124821e+00  6.765  -9.622  2.399 
155    4.732353e+00  7.522  -10.046  2.404 
160    2.698095e+00  7.744  -10.214  2.464 
165    1.256391e+00  9.736  -11.384  2.519 
170    5.060969e-01  10.202  -11.961  2.985 
175    4.487417e-01  10.511  -12.206  3.020 
180    4.160152e-01  10.515  -12.262  3.160 
185    3.932842e-01  10.609  -12.358  3.132 
190    3.707229e-01  10.332  -12.268  3.228 
195    3.569058e-01  10.814  -12.525  3.204 
200    3.370727e-01  10.349  -12.346  3.289 
