145    2.096589e+02  6.258  -9.180  2.386 
150    2.125473e+02  6.874  -9.514  2.399 
155    1.988717e+02  7.605  -9.917  2.404 
160    1.570341e+02  7.794  -10.060  2.464 
165    9.750644e+01  9.617  -11.180  2.519 
170    5.008386e+01  10.002  -11.823  2.985 
175    4.465767e+01  10.308  -12.068  3.020 
180    4.137462e+01  10.296  -12.114  3.160 
185    3.908159e+01  10.398  -12.213  3.132 
190    3.680483e+01  10.129  -12.123  3.228 
195    3.540330e+01  10.621  -12.385  3.204 
200    3.340692e+01  10.165  -12.207  3.289 
