145    3.383294e+00  7.607  -11.861  2.386 
150    2.470780e+00  8.213  -12.153  2.399 
155    1.668796e+00  8.799  -12.549  2.404 
160    9.756392e-01  9.115  -12.726  2.464 
165    4.582072e-01  11.618  -14.005  2.519 
170    1.570237e-01  13.003  -15.358  2.985 
175    1.379119e-01  13.442  -15.688  3.020 
180    1.281564e-01  13.439  -15.754  3.160 
185    1.215732e-01  13.556  -15.854  3.132 
190    1.150371e-01  13.269  -15.776  3.228 
195    1.109072e-01  13.727  -15.993  3.204 
200    1.050915e-01  13.182  -15.811  3.289 
