145    1.193457e+02  6.254  -9.180  2.386 
150    9.466723e+01  6.867  -9.515  2.399 
155    6.813547e+01  7.598  -9.919  2.404 
160    4.139080e+01  7.788  -10.063  2.464 
165    2.036711e+01  9.619  -11.185  2.519 
170    9.194132e+00  10.007  -11.825  2.985 
175    8.195897e+00  10.313  -12.069  3.020 
180    7.593574e+00  10.302  -12.116  3.160 
185    7.172978e+00  10.403  -12.214  3.132 
190    6.755376e+00  10.134  -12.125  3.228 
195    6.498383e+00  10.626  -12.386  3.204 
200    6.132169e+00  10.169  -12.209  3.289 
