145    7.028888e+01  9.176  -13.958  2.386 
150    5.309208e+01  9.908  -14.258  2.399 
155    3.658611e+01  10.575  -14.672  2.404 
160    2.158090e+01  10.942  -14.907  2.464 
165    1.045446e+01  13.239  -16.082  2.519 
170    4.803236e+00  13.858  -16.879  2.985 
175    4.302601e+00  14.276  -17.153  3.020 
180    3.992437e+00  14.205  -17.190  3.160 
185    3.781056e+00  14.385  -17.312  3.132 
190    3.570777e+00  14.139  -17.259  3.228 
195    3.432506e+00  14.645  -17.487  3.204 
200    3.246386e+00  14.100  -17.322  3.289 
