145    1.724658e+02  6.256  -9.180  2.386 
150    1.477086e+02  6.871  -9.514  2.399 
155    1.145893e+02  7.602  -9.917  2.404 
160    7.451235e+01  7.791  -10.061  2.464 
165    3.874313e+01  9.618  -11.182  2.519 
170    1.802611e+01  10.004  -11.824  2.985 
175    1.607146e+01  10.310  -12.069  3.020 
180    1.489011e+01  10.298  -12.115  3.160 
185    1.406508e+01  10.400  -12.213  3.132 
190    1.324591e+01  10.131  -12.124  3.228 
195    1.274170e+01  10.623  -12.386  3.204 
200    1.202338e+01  10.167  -12.208  3.289 
