145    5.722933e+01  9.168  -13.950  2.386 
150    4.273148e+01  9.899  -14.249  2.399 
155    2.914814e+01  10.564  -14.662  2.404 
160    1.704991e+01  10.930  -14.896  2.464 
165    8.205340e+00  13.230  -16.072  2.519 
170    3.746985e+00  13.862  -16.881  2.985 
175    3.355873e+00  14.281  -17.156  3.020 
180    3.114013e+00  14.210  -17.192  3.160 
185    2.949210e+00  14.390  -17.314  3.132 
190    2.785269e+00  14.143  -17.262  3.228 
195    2.677482e+00  14.649  -17.489  3.204 
200    2.532364e+00  14.103  -17.324  3.289 
