145    6.276420e+01  9.172  -13.954  2.386 
150    4.709002e+01  9.903  -14.254  2.399 
155    3.225704e+01  10.569  -14.667  2.404 
160    1.893377e+01  10.936  -14.901  2.464 
165    9.136806e+00  13.234  -16.077  2.519 
170    4.183618e+00  13.860  -16.880  2.985 
175    3.747232e+00  14.278  -17.155  3.020 
180    3.477136e+00  14.208  -17.191  3.160 
185    3.293079e+00  14.387  -17.313  3.132 
190    3.109983e+00  14.141  -17.261  3.228 
195    2.989594e+00  14.647  -17.488  3.204 
200    2.827527e+00  14.102  -17.323  3.289 
