145    4.391343e+00  6.418  -9.810  2.386 
150    3.191788e+00  6.923  -10.156  2.399 
155    2.140791e+00  7.660  -10.595  2.404 
160    1.237652e+00  7.940  -10.790  2.464 
165    5.774429e-01  10.172  -12.025  2.519 
170    2.068898e-01  10.890  -12.681  2.985 
175    1.820340e-01  11.227  -12.941  3.020 
180    1.689426e-01  11.247  -13.010  3.160 
185    1.599491e-01  11.336  -13.106  3.132 
190    1.510262e-01  11.050  -13.017  3.228 
195    1.455656e-01  11.515  -13.263  3.204 
200    1.376835e-01  11.028  -13.083  3.289 
