145    3.037075e+01  9.127  -13.909  2.386 
150    2.219752e+01  9.854  -14.205  2.399 
155    1.486852e+01  10.515  -14.613  2.404 
160    8.572892e+00  10.870  -14.840  2.464 
165    4.076496e+00  13.189  -16.023  2.519 
170    1.825147e+00  13.880  -16.886  2.985 
175    1.633306e+00  14.301  -17.165  3.020 
180    1.515725e+00  14.233  -17.202  3.160 
185    1.435669e+00  14.411  -17.324  3.132 
190    1.356036e+00  14.162  -17.270  3.228 
195    1.303716e+00  14.666  -17.496  3.204 
200    1.233201e+00  14.119  -17.330  3.289 
