145    4.145138e+01  9.150  -13.933  2.386 
150    3.055101e+01  9.880  -14.231  2.399 
155    2.060722e+01  10.544  -14.642  2.404 
160    1.194580e+01  10.904  -14.872  2.464 
165    5.707237e+00  13.213  -16.051  2.519 
170    2.581571e+00  13.870  -16.884  2.985 
175    2.311300e+00  14.290  -17.160  3.020 
180    2.144803e+00  14.220  -17.197  3.160 
185    2.031392e+00  14.399  -17.319  3.132 
190    1.918576e+00  14.152  -17.266  3.228 
195    1.844425e+00  14.657  -17.493  3.204 
200    1.744546e+00  14.111  -17.327  3.289 
