145    6.711639e+00  8.715  -13.428  2.386 
150    4.859624e+00  9.402  -13.704  2.399 
155    3.242688e+00  10.032  -14.088  2.404 
160    1.871454e+00  10.329  -14.275  2.464 
165    8.819411e-01  12.768  -15.502  2.519 
170    3.527393e-01  13.882  -16.743  2.985 
175    3.135084e-01  14.326  -17.052  3.020 
180    2.911305e-01  14.277  -17.098  3.160 
185    2.759810e-01  14.436  -17.211  3.132 
190    2.609196e-01  14.173  -17.149  3.228 
195    2.511081e-01  14.660  -17.368  3.204 
200    2.377348e-01  14.104  -17.195  3.289 
