145    4.828564e+01  9.159  -13.942  2.386 
150    3.578413e+01  9.890  -14.240  2.399 
155    2.425076e+01  10.554  -14.652  2.404 
160    1.411063e+01  10.918  -14.884  2.464 
165    6.762253e+00  13.222  -16.062  2.519 
170    3.072767e+00  13.866  -16.883  2.985 
175    2.751564e+00  14.285  -17.158  3.020 
180    2.553304e+00  14.215  -17.195  3.160 
185    2.418232e+00  14.394  -17.317  3.132 
190    2.283868e+00  14.147  -17.264  3.228 
195    2.195540e+00  14.653  -17.491  3.204 
200    2.076595e+00  14.107  -17.326  3.289 
