145    9.002185e+00  8.872  -13.622  2.386 
150    6.510380e+00  9.574  -13.903  2.399 
155    4.333847e+00  10.214  -14.294  2.404 
160    2.493319e+00  10.525  -14.492  2.464 
165    1.175991e+00  12.929  -15.704  2.519 
170    4.878744e-01  13.911  -16.831  2.985 
175    4.346546e-01  14.348  -17.130  3.020 
180    4.035426e-01  14.292  -17.173  3.160 
185    3.824425e-01  14.458  -17.290  3.132 
190    3.614609e-01  14.200  -17.230  3.228 
195    3.477448e-01  14.693  -17.451  3.204 
200    3.291311e-01  14.140  -17.281  3.289 
