145    2.068550e+01  6.225  -9.199  2.386 
150    1.500998e+01  6.810  -9.538  2.399 
155    9.984152e+00  7.551  -9.951  2.404 
160    5.684753e+00  7.754  -10.106  2.464 
165    2.654778e+00  9.653  -11.249  2.519 
170    1.125550e+00  10.069  -11.855  2.985 
175    1.001084e+00  10.375  -12.099  3.020 
180    9.277399e-01  10.370  -12.150  3.160 
185    8.766313e-01  10.468  -12.247  3.132 
190    8.258943e-01  10.196  -12.157  3.228 
195    7.947441e-01  10.683  -12.418  3.204 
200    7.502081e-01  10.224  -12.239  3.289 
