145    1.170288e+01  8.965  -13.732  2.386 
150    8.464096e+00  9.676  -14.017  2.399 
155    5.629402e+00  10.323  -14.413  2.404 
160    3.233461e+00  10.646  -14.620  2.464 
165    1.526534e+00  13.024  -15.822  2.519 
170    6.490019e-01  13.913  -16.866  2.985 
175    5.790892e-01  14.345  -17.158  3.020 
180    5.375603e-01  14.284  -17.199  3.160 
185    5.093602e-01  14.455  -17.317  3.132 
190    4.813150e-01  14.200  -17.260  3.228 
195    4.629458e-01  14.697  -17.483  3.204 
200    4.380806e-01  14.145  -17.314  3.289 
