145    2.196836e+01  9.091  -13.872  2.386 
150    1.596537e+01  9.814  -14.165  2.399 
155    1.064661e+01  10.472  -14.570  2.404 
160    6.119395e+00  10.819  -14.792  2.464 
165    2.900054e+00  13.153  -15.979  2.519 
170    1.281547e+00  13.891  -16.887  2.985 
175    1.146066e+00  14.316  -17.169  3.020 
180    1.063636e+00  14.249  -17.207  3.160 
185    1.007549e+00  14.425  -17.328  3.132 
190    9.517620e-01  14.175  -17.273  3.228 
195    9.151329e-01  14.678  -17.499  3.204 
200    8.657178e-01  14.129  -17.332  3.289 
