145    1.710423e+02  6.259  -9.180  2.386 
150    1.998507e+02  6.875  -9.514  2.399 
155    2.255056e+02  7.606  -9.917  2.404 
160    2.257944e+02  7.794  -10.060  2.464 
165    1.836817e+02  9.617  -11.180  2.519 
170    1.126970e+02  10.001  -11.823  2.985 
175    1.004904e+02  10.307  -12.068  3.020 
180    9.310248e+01  10.295  -12.114  3.160 
185    8.794224e+01  10.397  -12.212  3.132 
190    8.281862e+01  10.129  -12.123  3.228 
195    7.966450e+01  10.621  -12.385  3.204 
200    7.517190e+01  10.165  -12.207  3.289 
