145    3.314220e+00  6.970  -10.832  2.386 
150    2.421008e+00  7.529  -11.153  2.399 
155    1.635465e+00  8.151  -11.576  2.404 
160    9.550510e-01  8.480  -11.768  2.464 
165    4.472810e-01  10.905  -13.044  2.519 
170    1.506256e-01  12.040  -14.076  2.985 
175    1.320100e-01  12.435  -14.377  3.020 
180    1.226359e-01  12.452  -14.450  3.160 
185    1.162733e-01  12.551  -14.547  3.132 
190    1.099597e-01  12.260  -14.462  3.228 
195    1.060461e-01  12.714  -14.691  3.204 
200    1.004407e-01  12.194  -14.509  3.289 
