145    5.540999e+01  9.166  -13.949  2.386 
150    4.130885e+01  9.897  -14.248  2.399 
155    2.813955e+01  10.563  -14.660  2.404 
160    1.644177e+01  10.928  -14.894  2.464 
165    7.905748e+00  13.229  -16.070  2.519 
170    3.606790e+00  13.863  -16.881  2.985 
175    3.230215e+00  14.281  -17.156  3.020 
180    2.997421e+00  14.211  -17.193  3.160 
185    2.838800e+00  14.390  -17.315  3.132 
190    2.681010e+00  14.144  -17.262  3.228 
195    2.577269e+00  14.650  -17.490  3.204 
200    2.437593e+00  14.104  -17.324  3.289 
