145    6.902951e+01  6.259  -9.180  2.386 
150    9.447267e+01  6.876  -9.514  2.399 
155    1.369870e+02  7.606  -9.916  2.404 
160    2.082590e+02  7.795  -10.059  2.464 
165    3.456293e+02  9.617  -11.179  2.519 
170    4.508083e+02  10.001  -11.823  2.985 
175    4.019877e+02  10.307  -12.068  3.020 
180    3.724332e+02  10.294  -12.114  3.160 
185    3.517900e+02  10.397  -12.212  3.132 
190    3.312933e+02  10.128  -12.123  3.228 
195    3.186752e+02  10.621  -12.385  3.204 
200    3.007030e+02  10.164  -12.207  3.289 
