145    3.816191e+01  9.145  -13.927  2.386 
150    2.805458e+01  9.874  -14.225  2.399 
155    1.888241e+01  10.537  -14.635  2.404 
160    1.092737e+01  10.896  -14.865  2.464 
165    5.213185e+00  13.207  -16.044  2.519 
170    2.352044e+00  13.872  -16.885  2.985 
175    2.105571e+00  14.293  -17.162  3.020 
180    1.953917e+00  14.224  -17.199  3.160 
185    1.850627e+00  14.402  -17.320  3.132 
190    1.747881e+00  14.154  -17.267  3.228 
195    1.680354e+00  14.659  -17.494  3.204 
200    1.589386e+00  14.113  -17.328  3.289 
