145    1.075928e+01  8.939  -13.701  2.386 
150    7.780571e+00  9.647  -13.986  2.399 
155    5.175625e+00  10.292  -14.379  2.404 
160    2.973992e+00  10.612  -14.584  2.464 
165    1.403570e+00  12.997  -15.789  2.519 
170    5.924715e-01  13.914  -16.858  2.985 
175    5.284164e-01  14.347  -17.152  3.020 
180    4.905423e-01  14.288  -17.194  3.160 
185    4.648335e-01  14.457  -17.311  3.132 
190    4.392669e-01  14.202  -17.253  3.228 
195    4.225300e-01  14.697  -17.475  3.204 
200    3.998583e-01  14.145  -17.306  3.289 
